time(sec),X(m),Y(m),VX(m/s),VY(m/s),AX(m/s^2),AY(m/s^2),Xm(m),Ym(m),Vm(m),Hdgm(rad),u_rudder,u_throttle,P_11,P_12,P_13,P_14,P_15,P_16,P_21,P_22,P_23,P_24,P_25,P_26,P_31,P_32,P_33,P_34,P_35,P_36,P_41,P_42,P_43,P_44,P_45,P_46,P_51,P_52,P_53,P_54,P_55,P_56,P_61,P_62,P_63,P_64,P_65,P_66
242.000000,-36.886037,-10.440299,6.419747,2.582103,0.031264,-0.086418,-37.158230,-11.332258,2.964110,0.267035,-0.328166,0.468795,0.346451,0.000000,0.348367,0.000000,0.177387,0.000000,0.000000,0.346451,0.000000,0.348367,0.000000,0.177387,0.348367,0.000000,0.588347,0.000000,0.421921,0.000000,0.000000,0.348367,0.000000,0.588347,0.000000,0.421921,0.177387,0.000000,0.421921,0.000000,0.461247,0.000000,0.000000,0.177387,0.000000,0.421921,0.000000,0.461247
242.200000,-35.768444,-10.406824,6.256213,2.075519,-0.055867,-0.337516,-36.089570,-11.332258,2.884710,0.242601,-0.328166,0.468795,0.342101,0.000000,0.347847,0.000000,0.178507,0.000000,0.000000,0.342101,0.000000,0.347847,0.000000,0.178507,0.347847,0.000000,0.592317,0.000000,0.424789,0.000000,0.000000,0.347847,0.000000,0.592317,0.000000,0.424789,0.178507,0.000000,0.424789,0.000000,0.462813,0.000000,0.000000,0.178507,0.000000,0.424789,0.000000,0.462813
242.400000,-34.693098,-10.452254,6.065603,1.542141,-0.148417,-0.577805,-35.032041,-11.332258,2.805320,0.211185,-0.328166,0.468795,0.340222,0.000000,0.349287,0.000000,0.180156,0.000000,0.000000,0.340222,0.000000,0.349287,0.000000,0.180156,0.349287,0.000000,0.596499,0.000000,0.426977,0.000000,0.000000,0.349287,0.000000,0.596499,0.000000,0.426977,0.180156,0.000000,0.426977,0.000000,0.463620,0.000000,0.000000,0.180156,0.000000,0.426977,0.000000,0.463620
242.600000,-33.528931,-10.555241,5.988367,1.013097,-0.173005,-0.791607,-33.618291,-11.332258,2.699460,0.174533,-0.328166,0.468795,0.339763,0.000000,0.351339,0.000000,0.181669,0.000000,0.000000,0.339763,0.000000,0.351339,0.000000,0.181669,0.351339,0.000000,0.599539,0.000000,0.428028,0.000000,0.000000,0.351339,0.000000,0.599539,0.000000,0.428028,0.181669,0.000000,0.428028,0.000000,0.463633,0.000000,0.000000,0.181669,0.000000,0.428028,0.000000,0.463633
242.800000,-32.528905,-10.696151,5.752037,0.514353,-0.277374,-0.967732,-32.905851,-11.332258,2.620060,0.136136,-0.328166,0.468795,0.340004,0.000000,0.353208,0.000000,0.182740,0.000000,0.000000,0.340004,0.000000,0.353208,0.000000,0.182740,0.353208,0.000000,0.600937,0.000000,0.427958,0.000000,0.000000,0.353208,0.000000,0.600937,0.000000,0.427958,0.182740,0.000000,0.427958,0.000000,0.463036,0.000000,0.000000,0.182740,0.000000,0.427958,0.000000,0.463036
243.000000,-31.542121,-10.857651,5.531973,0.065694,-0.362475,-1.099638,-31.848322,-11.332258,2.540670,0.092502,-0.328166,0.468795,0.340477,0.000000,0.354509,0.000000,0.183298,0.000000,0.000000,0.340477,0.000000,0.354509,0.000000,0.183298,0.354509,0.000000,0.600752,0.000000,0.427038,0.000000,0.000000,0.354509,0.000000,0.600752,0.000000,0.427038,0.183298,0.000000,0.427038,0.000000,0.462093,0.000000,0.000000,0.183298,0.000000,0.427038,0.000000,0.462093
243.200000,-30.440111,-11.025286,5.462462,-0.319643,-0.360934,-1.185063,-30.434572,-11.332258,2.461270,0.041888,-0.328166,0.468795,0.340912,0.000000,0.355143,0.000000,0.183412,0.000000,0.000000,0.340912,0.000000,0.355143,0.000000,0.183412,0.355143,0.000000,0.599353,0.000000,0.425627,0.000000,0.000000,0.355143,0.000000,0.599353,0.000000,0.425627,0.183412,0.000000,0.425627,0.000000,0.461053,0.000000,0.000000,0.183412,0.000000,0.425627,0.000000,0.461053
243.400000,-29.601688,-11.187752,5.133293,-0.634563,-0.493490,-1.225249,-30.078352,-11.332258,2.355410,6.276234,-0.328166,0.468795,0.341183,0.000000,0.355186,0.000000,0.183211,0.000000,0.000000,0.341183,0.000000,0.355186,0.000000,0.183211,0.355186,0.000000,0.597222,0.000000,0.424063,0.000000,0.000000,0.355186,0.000000,0.597222,0.000000,0.424063,0.183211,0.000000,0.424063,0.000000,0.460103,0.000000,0.000000,0.183211,0.000000,0.424063,0.000000,0.460103
243.600000,-28.733664,-11.336811,4.879929,-0.877161,-0.573194,-1.223985,-29.020823,-11.332258,2.276010,6.225585,-0.015656,0.000000,0.341263,0.000000,0.354801,0.000000,0.182839,0.000000,0.000000,0.341263,0.000000,0.354801,0.000000,0.182839,0.354801,0.000000,0.594820,0.000000,0.422606,0.000000,0.000000,0.354801,0.000000,0.594820,0.000000,0.422606,0.182839,0.000000,0.422606,0.000000,0.459354,0.000000,0.000000,0.182839,0.000000,0.422606,0.000000,0.459354
243.800000,-27.953118,-11.466964,4.574308,-1.049543,-0.671560,-1.186688,-28.308382,-11.332258,2.170150,6.173217,-0.015656,0.000000,0.341177,0.000000,0.354168,0.000000,0.182415,0.000000,0.000000,0.341177,0.000000,0.354168,0.000000,0.182415,0.354168,0.000000,0.592511,0.000000,0.421415,0.000000,0.000000,0.354168,0.000000,0.592511,0.000000,0.421415,0.182415,0.000000,0.421415,0.000000,0.458847,0.000000,0.000000,0.182415,0.000000,0.421415,0.000000,0.458847
244.000000,-27.362526,-11.575008,4.117791,-1.156689,-0.837497,-1.119638,-27.963294,-11.332258,2.064290,6.113915,-0.015656,0.000000,0.340978,0.000000,0.353449,0.000000,0.182027,0.000000,0.000000,0.340978,0.000000,0.353449,0.000000,0.182027,0.353449,0.000000,0.590535,0.000000,0.420558,0.000000,0.000000,0.353449,0.000000,0.590535,0.000000,0.420558,0.182027,0.000000,0.420558,0.000000,0.458570,0.000000,0.000000,0.182027,0.000000,0.420558,0.000000,0.458570
244.200000,-26.671193,-11.659577,3.830734,-1.205475,-0.899087,-1.029415,-26.894633,-11.332258,1.905500,6.065042,-0.015656,0.000000,0.340722,0.000000,0.352766,0.000000,0.181726,0.000000,0.000000,0.340722,0.000000,0.352766,0.000000,0.181726,0.352766,0.000000,0.589010,0.000000,0.420035,0.000000,0.000000,0.352766,0.000000,0.589010,0.000000,0.420035,0.181726,0.000000,0.420035,0.000000,0.458478,0.000000,0.000000,0.181726,0.000000,0.420035,0.000000,0.458478
244.400000,-26.132541,-12.202053,3.434182,-1.701830,-1.010797,-1.179131,-26.538413,-12.746008,1.773170,6.024878,-0.015656,0.000000,0.340459,0.000000,0.352194,0.000000,0.181529,0.000000,0.000000,0.340459,0.000000,0.352194,0.000000,0.181529,0.352194,0.000000,0.587958,0.000000,0.419794,0.000000,0.000000,0.352194,0.000000,0.587958,0.000000,0.419794,0.181529,0.000000,0.419794,0.000000,0.458515,0.000000,0.000000,0.181529,0.000000,0.419794,0.000000,0.458515
244.600000,-25.592206,-12.627244,3.101451,-2.000977,-1.078142,-1.211790,-25.837104,-12.746008,1.614380,5.989985,-0.015656,0.000000,0.340222,0.000000,0.351769,0.000000,0.181433,0.000000,0.000000,0.340222,0.000000,0.351769,0.000000,0.181433,0.351769,0.000000,0.587333,0.000000,0.419763,0.000000,0.000000,0.351769,0.000000,0.587333,0.000000,0.419763,0.181433,0.000000,0.419763,0.000000,0.458622,0.000000,0.000000,0.181433,0.000000,0.419763,0.000000,0.458622
244.800000,-25.280338,-12.947738,2.589293,-2.135894,-1.231192,-1.156336,-25.837104,-12.746008,1.455590,5.965519,-0.015656,0.000000,0.340033,0.000000,0.351494,0.000000,0.181420,0.000000,0.000000,0.340033,0.000000,0.351494,0.000000,0.181420,0.351494,0.000000,0.587047,0.000000,0.419865,0.000000,0.000000,0.351494,0.000000,0.587047,0.000000,0.419865,0.181420,0.000000,0.419865,0.000000,0.458751,0.000000,0.000000,0.181420,0.000000,0.419865,0.000000,0.458751
245.000000,-25.022918,-13.176418,2.099297,-2.138069,-1.357087,-1.038016,-25.480884,-12.746008,1.296800,5.962024,-0.015656,0.000000,0.339897,0.000000,0.351349,0.000000,0.181463,0.000000,0.000000,0.339897,0.000000,0.351349,0.000000,0.181463,0.351349,0.000000,0.586999,0.000000,0.420029,0.000000,0.000000,0.351349,0.000000,0.586999,0.000000,0.420029,0.181463,0.000000,0.420029,0.000000,0.458867,0.000000,0.000000,0.181463,0.000000,0.420029,0.000000,0.458867
245.200000,-24.798225,-13.326170,1.654172,-2.036952,-1.446851,-0.878483,-25.124663,-12.746008,1.190940,5.958529,-0.015656,0.000000,0.339813,0.000000,0.351304,0.000000,0.181538,0.000000,0.000000,0.339813,0.000000,0.351304,0.000000,0.181538,0.351304,0.000000,0.587093,0.000000,0.420201,0.000000,0.000000,0.351304,0.000000,0.587093,0.000000,0.420201,0.181538,0.000000,0.420201,0.000000,0.458948,0.000000,0.000000,0.181538,0.000000,0.420201,0.000000,0.458948
245.400000,-24.588785,-14.370323,1.269201,-2.852896,-1.496273,-1.209467,-24.768443,-15.573506,1.058610,5.955092,-0.015656,0.000000,0.339773,0.000000,0.351326,0.000000,0.181622,0.000000,0.000000,0.339773,0.000000,0.351326,0.000000,0.181622,0.351326,0.000000,0.587247,0.000000,0.420344,0.000000,0.000000,0.351326,0.000000,0.587247,0.000000,0.420344,0.181622,0.000000,0.420344,0.000000,0.458985,0.000000,0.000000,0.181622,0.000000,0.420344,0.000000,0.458985
245.600000,-24.501990,-15.171809,0.828138,-3.308575,-1.569602,-1.320016,-24.768443,-15.573506,0.952749,5.944606,-0.015656,0.000000,0.339763,0.000000,0.351382,0.000000,0.181700,0.000000,0.000000,0.339763,0.000000,0.351382,0.000000,0.181700,0.351382,0.000000,0.587403,0.000000,0.420439,0.000000,0.000000,0.351382,0.000000,0.587403,0.000000,0.420439,0.181700,0.000000,0.420439,0.000000,0.458981,0.000000,0.000000,0.181700,0.000000,0.420439,0.000000,0.458981
245.800000,-24.503897,-15.762607,0.373395,-3.471917,-1.642432,-1.267956,-24.768443,-15.573506,0.873354,5.923636,-0.015656,0.000000,0.339773,0.000000,0.351449,0.000000,0.181761,0.000000,0.000000,0.339773,0.000000,0.351449,0.000000,0.181761,0.351449,0.000000,0.587524,0.000000,0.420482,0.000000,0.000000,0.351449,0.000000,0.587524,0.000000,0.420482,0.181761,0.000000,0.420482,0.000000,0.458942,0.000000,0.000000,0.181761,0.000000,0.420482,0.000000,0.458942
246.000000,-24.566171,-16.173531,-0.062784,-3.406043,-1.698131,-1.102728,-24.768443,-15.573506,0.793958,5.887024,-0.015656,0.000000,0.339793,0.000000,0.351508,0.000000,0.181801,0.000000,0.000000,0.339793,0.000000,0.351508,0.000000,0.181801,0.351508,0.000000,0.587591,0.000000,0.420475,0.000000,0.000000,0.351508,0.000000,0.587591,0.000000,0.420475,0.181801,0.000000,0.420475,0.000000,0.458879,0.000000,0.000000,0.181801,0.000000,0.420475,0.000000,0.458879
246.200000,-24.427304,-16.433920,-0.210620,-3.168418,-1.598938,-0.865764,-24.067134,-15.573506,0.741027,5.876539,-0.015656,0.000000,0.339813,0.000000,0.351550,0.000000,0.181820,0.000000,0.000000,0.339813,0.000000,0.351550,0.000000,0.181820,0.351550,0.000000,0.587603,0.000000,0.420432,0.000000,0.000000,0.351550,0.000000,0.587603,0.000000,0.420432,0.181820,0.000000,0.420432,0.000000,0.458805,0.000000,0.000000,0.181820,0.000000,0.420432,0.000000,0.458805
246.400000,-24.353828,-16.571296,-0.377731,-2.810203,-1.519978,-0.590957,-24.067134,-15.573506,0.688097,5.869549,-0.015656,0.000000,0.339830,0.000000,0.351571,0.000000,0.181821,0.000000,0.000000,0.339830,0.000000,0.351571,0.000000,0.181821,0.351571,0.000000,0.587567,0.000000,0.420365,0.000000,0.000000,0.351571,0.000000,0.587567,0.000000,0.420365,0.181821,0.000000,0.420365,0.000000,0.458729,0.000000,0.000000,0.181821,0.000000,0.420365,0.000000,0.458729
246.600000,-24.326339,-16.611047,-0.543686,-2.375847,-1.448593,-0.305216,-24.067134,-15.573506,0.661632,5.845084,-0.015656,0.000000,0.339840,0.000000,0.351572,0.000000,0.181810,0.000000,0.000000,0.339840,0.000000,0.351572,0.000000,0.181810,0.351572,0.000000,0.587498,0.000000,0.420287,0.000000,0.000000,0.351572,0.000000,0.587498,0.000000,0.420287,0.181810,0.000000,0.420287,0.000000,0.458658,0.000000,0.000000,0.181810,0.000000,0.420287,0.000000,0.458658
246.800000,-24.329160,-16.576163,-0.693867,-1.902941,-1.376438,-0.029111,-24.067134,-15.573506,0.635166,5.825890,-0.015656,0.000000,0.339843,0.000000,0.351557,0.000000,0.181790,0.000000,0.000000,0.339843,0.000000,0.351557,0.000000,0.181790,0.351557,0.000000,0.587409,0.000000,0.420209,0.000000,0.000000,0.351557,0.000000,0.587409,0.000000,0.420209,0.181790,0.000000,0.420209,0.000000,0.458598,0.000000,0.000000,0.181790,0.000000,0.420209,0.000000,0.458598
247.000000,-24.349899,-16.967502,-0.818583,-1.919282,-1.298582,-0.034550,-24.067134,-16.987256,0.582236,5.829385,-0.015656,0.000000,0.339839,0.000000,0.351531,0.000000,0.181767,0.000000,0.000000,0.339839,0.000000,0.351531,0.000000,0.181767,0.351531,0.000000,0.587315,0.000000,0.420139,0.000000,0.000000,0.351531,0.000000,0.587315,0.000000,0.420139,0.181767,0.000000,0.420139,0.000000,0.458550,0.000000,0.000000,0.181767,0.000000,0.420139,0.000000,0.458550
247.200000,-24.257979,-17.228081,-0.787020,-1.797967,-1.147976,0.031749,-23.710914,-16.987256,0.555771,5.815462,-0.007843,0.000000,0.339831,0.000000,0.351501,0.000000,0.181744,0.000000,0.000000,0.339831,0.000000,0.351501,0.000000,0.181744,0.351501,0.000000,0.587227,0.000000,0.420082,0.000000,0.000000,0.351501,0.000000,0.587227,0.000000,0.420082,0.181744,0.000000,0.420082,0.000000,0.458517,0.000000,0.000000,0.181744,0.000000,0.420082,0.000000,0.458517
247.400000,-24.191148,-17.383221,-0.760947,-1.580811,-1.015785,0.140744,-23.710914,-16.987256,0.502840,5.794492,-0.007843,0.000000,0.339820,0.000000,0.351469,0.000000,0.181724,0.000000,0.000000,0.339820,0.000000,0.351469,0.000000,0.181724,0.351469,0.000000,0.587150,0.000000,0.420038,0.000000,0.000000,0.351469,0.000000,0.587150,0.000000,0.420038,0.181724,0.000000,0.420038,0.000000,0.458495,0.000000,0.000000,0.181724,0.000000,0.420038,0.000000,0.458495
247.600000,-24.020801,-17.455538,-0.609515,-1.303381,-0.832449,0.269632,-23.354694,-16.987256,0.476375,5.784006,-0.007843,0.000000,0.339808,0.000000,0.351440,0.000000,0.181708,0.000000,0.000000,0.339808,0.000000,0.351440,0.000000,0.181708,0.351440,0.000000,0.587090,0.000000,0.420009,0.000000,0.000000,0.351440,0.000000,0.587090,0.000000,0.420009,0.181708,0.000000,0.420009,0.000000,0.458482,0.000000,0.000000,0.181708,0.000000,0.420009,0.000000,0.458482
247.800000,-23.885933,-17.464957,-0.493235,-0.995182,-0.686246,0.401101,-23.354694,-16.987256,0.449909,5.789278,-0.007843,0.000000,0.339796,0.000000,0.351416,0.000000,0.181696,0.000000,0.000000,0.339796,0.000000,0.351416,0.000000,0.181696,0.351416,0.000000,0.587046,0.000000,0.419991,0.000000,0.000000,0.351416,0.000000,0.587046,0.000000,0.419991,0.181696,0.000000,0.419991,0.000000,0.458477,0.000000,0.000000,0.181696,0.000000,0.419991,0.000000,0.458477
248.000000,-23.779615,-17.428751,-0.404320,-0.679977,-0.569308,0.522599,-23.354694,-16.987256,0.423444,5.797987,-0.007843,0.000000,0.339786,0.000000,0.351398,0.000000,0.181689,0.000000,0.000000,0.339786,0.000000,0.351398,0.000000,0.181689,0.351398,0.000000,0.587017,0.000000,0.419983,0.000000,0.000000,0.351398,0.000000,0.587017,0.000000,0.419983,0.181689,0.000000,0.419983,0.000000,0.458477,0.000000,0.000000,0.181689,0.000000,0.419983,0.000000,0.458477
248.200000,-23.696142,-17.361628,-0.336456,-0.376208,-0.475346,0.625622,-23.354694,-16.987256,0.396979,5.782288,-0.007843,0.195349,0.339777,0.000000,0.351385,0.000000,0.181686,0.000000,0.000000,0.339777,0.000000,0.351385,0.000000,0.181686,0.351385,0.000000,0.587001,0.000000,0.419981,0.000000,0.000000,0.351385,0.000000,0.587001,0.000000,0.419981,0.181686,0.000000,0.419981,0.000000,0.458479,0.000000,0.000000,0.181686,0.000000,0.419981,0.000000,0.458479
248.400000,-23.630832,-17.275843,-0.284563,-0.097496,-0.399357,0.705037,-23.354694,-16.987256,0.396979,5.771802,-0.007843,0.351604,0.339771,0.000000,0.351377,0.000000,0.181685,0.000000,0.000000,0.339771,0.000000,0.351377,0.000000,0.181685,0.351377,0.000000,0.586995,0.000000,0.419983,0.000000,0.000000,0.351377,0.000000,0.586995,0.000000,0.419983,0.181685,0.000000,0.419983,0.000000,0.458482,0.000000,0.000000,0.181685,0.000000,0.419983,0.000000,0.458482
248.600000,-23.579858,-17.181355,-0.244602,0.146810,-0.337395,0.758450,-23.354694,-16.987256,0.370514,5.763094,-0.007843,0.398480,0.339767,0.000000,0.351374,0.000000,0.181686,0.000000,0.000000,0.339767,0.000000,0.351374,0.000000,0.181686,0.351374,0.000000,0.586994,0.000000,0.419987,0.000000,0.000000,0.351374,0.000000,0.586994,0.000000,0.419987,0.181686,0.000000,0.419987,0.000000,0.458485,0.000000,0.000000,0.181686,0.000000,0.419987,0.000000,0.458485
248.800000,-23.540110,-17.086006,-0.213404,0.351054,-0.286371,0.785625,-23.354694,-16.987256,0.344048,5.750890,-0.007843,0.398480,0.339764,0.000000,0.351373,0.000000,0.181688,0.000000,0.000000,0.339764,0.000000,0.351373,0.000000,0.181688,0.351373,0.000000,0.586997,0.000000,0.419991,0.000000,0.000000,0.351373,0.000000,0.586997,0.000000,0.419991,0.181688,0.000000,0.419991,0.000000,0.458487,0.000000,0.000000,0.181688,0.000000,0.419991,0.000000,0.458487
249.000000,-23.509073,-16.995724,-0.188519,0.512686,-0.243887,0.787955,-23.354694,-16.987256,0.344048,5.715956,-0.007843,0.671926,0.339763,0.000000,0.351373,0.000000,0.181690,0.000000,0.000000,0.339763,0.000000,0.351373,0.000000,0.181690,0.351373,0.000000,0.587001,0.000000,0.419994,0.000000,0.000000,0.351373,0.000000,0.587001,0.000000,0.419994,0.181690,0.000000,0.419994,0.000000,0.458488,0.000000,0.000000,0.181690,0.000000,0.419994,0.000000,0.458488
249.200000,-23.242674,-16.914743,0.082245,0.631687,-0.078656,0.768001,-22.642253,-16.987256,0.370514,5.703741,-0.007843,0.695364,0.339763,0.000000,0.351375,0.000000,0.181692,0.000000,0.000000,0.339763,0.000000,0.351375,0.000000,0.181692,0.351375,0.000000,0.587005,0.000000,0.419996,0.000000,0.000000,0.351375,0.000000,0.587005,0.000000,0.419996,0.181692,0.000000,0.419996,0.000000,0.458488,0.000000,0.000000,0.181692,0.000000,0.419996,0.000000,0.458488
249.400000,-22.911603,-17.326167,0.393516,0.213260,0.090433,0.472211,-22.297165,-18.401005,0.449909,5.679304,-0.007843,0.695364,0.339763,0.000000,0.351377,0.000000,0.181693,0.000000,0.000000,0.339763,0.000000,0.351377,0.000000,0.181693,0.351377,0.000000,0.587007,0.000000,0.419997,0.000000,0.000000,0.351377,0.000000,0.587007,0.000000,0.419997,0.181693,0.000000,0.419997,0.000000,0.458487,0.000000,0.000000,0.181693,0.000000,0.419997,0.000000,0.458487
249.600000,-22.649682,-17.656962,0.599213,-0.088278,0.187445,0.267454,-22.297165,-18.401005,0.555771,5.654868,-0.007843,0.570360,0.339764,0.000000,0.351378,0.000000,0.181694,0.000000,0.000000,0.339764,0.000000,0.351378,0.000000,0.181694,0.351378,0.000000,0.587009,0.000000,0.419996,0.000000,0.000000,0.351378,0.000000,0.587009,0.000000,0.419996,0.181694,0.000000,0.419996,0.000000,0.458485,0.000000,0.000000,0.181694,0.000000,0.419996,0.000000,0.458485
249.800000,-22.327279,-17.917886,0.842310,-0.291904,0.293763,0.134501,-21.940944,-18.401005,0.714562,5.644400,-0.007843,0.570360,0.339764,0.000000,0.351379,0.000000,0.181695,0.000000,0.000000,0.339764,0.000000,0.351379,0.000000,0.181695,0.351379,0.000000,0.587008,0.000000,0.419995,0.000000,0.000000,0.351379,0.000000,0.587008,0.000000,0.419995,0.181695,0.000000,0.419995,0.000000,0.458483,0.000000,0.000000,0.181695,0.000000,0.419995,0.000000,0.458483
250.000000,-22.080913,-18.118802,0.975554,-0.415193,0.332281,0.056840,-21.940944,-18.401005,0.873354,5.663594,-0.992248,0.453169,0.339765,0.000000,0.351379,0.000000,0.181694,0.000000,0.000000,0.339765,0.000000,0.351379,0.000000,0.181694,0.351379,0.000000,0.587007,0.000000,0.419993,0.000000,0.000000,0.351379,0.000000,0.587007,0.000000,0.419993,0.181694,0.000000,0.419993,0.000000,0.458482,0.000000,0.000000,0.181694,0.000000,0.419993,0.000000,0.458482
250.200000,-21.540838,-18.268759,1.391893,-0.474207,0.513202,0.020446,-20.883415,-18.401005,1.032150,5.674067,-0.992248,0.453169,0.339765,0.000000,0.351379,0.000000,0.181694,0.000000,0.000000,0.339765,0.000000,0.351379,0.000000,0.181694,0.351379,0.000000,0.587005,0.000000,0.419992,0.000000,0.000000,0.351379,0.000000,0.587005,0.000000,0.419992,0.181694,0.000000,0.419992,0.000000,0.458480,0.000000,0.000000,0.181694,0.000000,0.419992,0.000000,0.458480
250.400000,-21.005866,-18.376039,1.749283,-0.483404,0.644930,0.013576,-20.527195,-18.401005,1.138010,5.670578,-0.992248,0.453169,0.339765,0.000000,0.351379,0.000000,0.181694,0.000000,0.000000,0.339765,0.000000,0.351379,0.000000,0.181694,0.351379,0.000000,0.587003,0.000000,0.419990,0.000000,0.000000,0.351379,0.000000,0.587003,0.000000,0.419990,0.181694,0.000000,0.419990,0.000000,0.458479,0.000000,0.000000,0.181694,0.000000,0.419990,0.000000,0.458479
250.600000,-20.482695,-18.448175,2.044167,-0.455585,0.730713,0.026557,-20.170975,-18.401005,1.190940,5.663594,-0.992248,0.500046,0.339765,0.000000,0.351378,0.000000,0.181693,0.000000,0.000000,0.339765,0.000000,0.351378,0.000000,0.181693,0.351378,0.000000,0.587001,0.000000,0.419988,0.000000,0.000000,0.351378,0.000000,0.587001,0.000000,0.419988,0.181693,0.000000,0.419988,0.000000,0.458478,0.000000,0.000000,0.181693,0.000000,0.419988,0.000000,0.458478
250.800000,-20.097209,-18.491956,2.151052,-0.401870,0.710413,0.051586,-20.170975,-18.401005,1.270330,5.637415,-0.992248,0.500046,0.339765,0.000000,0.351377,0.000000,0.181693,0.000000,0.000000,0.339765,0.000000,0.351377,0.000000,0.181693,0.351377,0.000000,0.586999,0.000000,0.419987,0.000000,0.000000,0.351377,0.000000,0.586999,0.000000,0.419987,0.181693,0.000000,0.419987,0.000000,0.458477,0.000000,0.000000,0.181693,0.000000,0.419987,0.000000,0.458477
251.000000,-19.586789,-19.477904,2.361391,-1.329144,0.745708,-0.433230,-19.458534,-21.239636,1.270330,5.600763,-0.992248,0.625050,0.339764,0.000000,0.351377,0.000000,0.181692,0.000000,0.000000,0.339764,0.000000,0.351377,0.000000,0.181692,0.351377,0.000000,0.586997,0.000000,0.419986,0.000000,0.000000,0.351377,0.000000,0.586997,0.000000,0.419986,0.181692,0.000000,0.419986,0.000000,0.458477,0.000000,0.000000,0.181692,0.000000,0.419986,0.000000,0.458477
251.200000,-19.221551,-20.257707,2.384411,-1.938370,0.680492,-0.703449,-19.458534,-21.239636,1.270330,5.562369,-0.992248,0.625050,0.339764,0.000000,0.351376,0.000000,0.181692,0.000000,0.000000,0.339764,0.000000,0.351376,0.000000,0.181692,0.351376,0.000000,0.586996,0.000000,0.419985,0.000000,0.000000,0.351376,0.000000,0.586996,0.000000,0.419985,0.181692,0.000000,0.419985,0.000000,0.458477,0.000000,0.000000,0.181692,0.000000,0.419985,0.000000,0.458477
251.400000,-18.739949,-20.856576,2.511315,-2.282923,0.675738,-0.808864,-18.757225,-21.239636,1.270330,5.501281,-0.992248,0.625050,0.339764,0.000000,0.351376,0.000000,0.181692,0.000000,0.000000,0.339764,0.000000,0.351376,0.000000,0.181692,0.351376,0.000000,0.586995,0.000000,0.419985,0.000000,0.000000,0.351376,0.000000,0.586995,0.000000,0.419985,0.181692,0.000000,0.419985,0.000000,0.458477,0.000000,0.000000,0.181692,0.000000,0.419985,0.000000,0.458477
251.600000,-18.405283,-21.298861,2.459161,-2.413176,0.578886,-0.792566,-18.757225,-21.239636,1.270330,5.410524,-0.992248,0.625050,0.339763,0.000000,0.351375,0.000000,0.181692,0.000000,0.000000,0.339763,0.000000,0.351375,0.000000,0.181692,0.351375,0.000000,0.586994,0.000000,0.419985,0.000000,0.000000,0.351375,0.000000,0.586994,0.000000,0.419985,0.181692,0.000000,0.419985,0.000000,0.458477,0.000000,0.000000,0.181692,0.000000,0.419985,0.000000,0.458477
252.000000,-17.978152,-23.086413,2.086842,-3.490376,0.275803,-1.174096,-18.757225,-24.067134,1.270330,5.127781,-0.992248,0.625050,0.436237,0.000000,0.436982,0.000000,0.219321,0.000000,0.000000,0.436237,0.000000,0.436982,0.000000,0.219321,0.436982,0.000000,0.662959,0.000000,0.453376,0.000000,0.000000,0.436982,0.000000,0.662959,0.000000,0.453376,0.219321,0.000000,0.453376,0.000000,0.473154,0.000000,0.000000,0.219321,0.000000,0.453376,0.000000,0.473154
252.200000,-18.028828,-23.910079,1.673946,-3.826117,0.042867,-1.224321,-18.757225,-24.067134,1.270330,4.984662,-0.992248,0.625050,0.393991,0.000000,0.389411,0.000000,0.193797,0.000000,0.000000,0.393991,0.000000,0.389411,0.000000,0.193797,0.389411,0.000000,0.613673,0.000000,0.428476,0.000000,0.000000,0.389411,0.000000,0.613673,0.000000,0.428476,0.193797,0.000000,0.428476,0.000000,0.461179,0.000000,0.000000,0.193797,0.000000,0.428476,0.000000,0.461179
252.400000,-18.086188,-24.466116,1.294319,-3.840167,-0.151096,-1.108996,-18.757225,-24.067134,1.243870,4.843290,-0.992248,0.585986,0.369352,0.000000,0.364835,0.000000,0.182288,0.000000,0.000000,0.369352,0.000000,0.364835,0.000000,0.182288,0.364835,0.000000,0.593117,0.000000,0.420257,0.000000,0.000000,0.364835,0.000000,0.593117,0.000000,0.420257,0.182288,0.000000,0.420257,0.000000,0.458489,0.000000,0.000000,0.182288,0.000000,0.420257,0.000000,0.458489
252.600000,-18.285561,-25.335996,0.811234,-4.141221,-0.379462,-1.148962,-19.113446,-25.480884,1.164470,4.693193,-0.992248,0.210974,0.354777,0.000000,0.352947,0.000000,0.177980,0.000000,0.000000,0.354777,0.000000,0.352947,0.000000,0.177980,0.352947,0.000000,0.587159,0.000000,0.419597,0.000000,0.000000,0.352947,0.000000,0.587159,0.000000,0.419597,0.177980,0.000000,0.419597,0.000000,0.459395,0.000000,0.000000,0.177980,0.000000,0.419597,0.000000,0.459395
252.800000,-18.590862,-25.942509,0.272839,-4.124950,-0.614966,-1.023667,-19.458534,-25.480884,1.058610,4.527385,-0.992248,0.210974,0.346451,0.000000,0.348367,0.000000,0.177387,0.000000,0.000000,0.346451,0.000000,0.348367,0.000000,0.177387,0.348367,0.000000,0.588347,0.000000,0.421922,0.000000,0.000000,0.348367,0.000000,0.588347,0.000000,0.421922,0.177387,0.000000,0.421922,0.000000,0.461248,0.000000,0.000000,0.177387,0.000000,0.421922,0.000000,0.461248
