systime,t,lon,lat,v,hdg,status
1462053021.43,78626.4,-963516896,305972385,1.11154,0.049013,0
1462053021.63,78626.6,-963516896,305972353,1.13801,0.0487997,0
1462053021.83,78626.8,-963516896,305972322,1.19094,0.0484951,0
1462053022.03,78627,-963516769,305972226,1.24387,0.0481296,0
1462053022.23,78627.2,-963516769,305972162,1.32326,0.0479468,0
1462053022.43,78627.4,-963516769,305972131,1.42912,0.0478554,0
1462053022.63,78627.6,-963516769,305972004,1.56145,0.0477336,0
1462053022.83,78627.8,-963516515,305971940,1.64085,0.0477031,0
1462053023.03,78627.9,-963516515,305971622,1.66731,0.0476117,0
1462053023.23,78628.2,-963516515,305971781,1.74671,0.0474899,0
1462053023.43,78628.4,-963516515,305971718,1.77317,0.0475508,0
1462053023.63,78628.6,-963516388,305971622,1.79964,0.0474899,0
1462053023.83,78628.8,-963516388,305971590,1.8261,0.0474594,0
1462053024.03,78629,-963516388,305971495,1.85257,0.0474594,0
1462053024.23,78629.1,-963516388,305971463,1.85257,0.047429,0
1462053024.43,78629.4,0,305971368,1.87903,0.047368,0
1462053024.63,78629.6,-963516388,305833308,1.87903,0.0473376,0
1462053024.83,78629.8,-963516260,305971272,1.9055,0.0473985,0
1462053025.03,78630,-963516260,305971145,1.9055,0.0474899,0
1462053025.23,78630.2,-963516260,305971050,1.9055,0.0477031,0
1462053025.43,78630.4,-963516260,305970986,1.9055,0.0480991,0
1462053025.63,78630.6,-963516133,305833308,1.9055,0.0485256,0
1462053025.83,78630.8,-963516133,305970828,1.9055,0.0489521,0
1462053026.03,78631,0,305970700,42.9002,91.512,0
1462053026.23,78631.2,-963516133,305970637,1.87903,0.0497745,0
1462053026.43,78631.3,-963516133,305982240,1.87903,0.0499573,0
1462053026.63,78631.6,-963516133,305970478,1.87903,0.0504142,0
1462053026.83,78631.8,-963516133,305970350,1.85257,0.0506884,0
1462053027.03,78632,-963516133,305970319,1.85257,0.0509625,0
1462053027.23,78632.2,-963515879,305970255,1.8261,0.0512062,0
1462053027.43,78632.4,-963515879,305970160,1.8261,0.051389,0
1462053027.63,78632.6,-963515879,305970096,1.79964,0.0516632,0
1462053027.83,78632.8,-963515879,305969969,1.79964,0.0519678,0
1462053028.03,78633,-963515879,305969906,1.77317,0.0522724,0
1462053028.23,78633.2,-963515879,305969842,1.77317,0.0524856,0
1462053028.43,78633.4,-963515879,305969746,1.74671,0.0526075,0
1462053028.63,78633.6,-963515879,305969715,1.74671,0.052577,0
1462053028.83,78633.8,-961849238,305969620,1.72024,0.0523029,0
1462053029.03,78634,-963515879,305969588,1.72024,0.0520287,0
1462053029.23,78634.2,-963515879,305969524,1.72024,0.0516327,0
1462053029.43,78634.4,-963515879,305969460,1.69378,0.0512367,0
1462053029.63,78634.6,0,305969397,44.1705,91.512,0
1462053029.83,78634.8,-963515752,305969397,1.69378,0.0505056,0
1462053030.03,78635,-963515752,305969302,1.69378,0.0502619,0
1462053030.23,78635.2,-963515752,305969238,1.69378,0.0501401,0
1462053030.43,78635.4,-963515752,305969174,1.66731,0.0499878,0
1462053030.63,78635.6,-963515752,305969142,1.64085,0.0499268,0
1462053030.83,78635.8,-963515752,305969079,1.64085,0.049805,0
1462053031.03,78636,-963515625,305969016,1.61438,0.049805,0
1462053031.23,78636.2,-963515625,305968984,1.58792,0.0498659,0
1462053031.43,78636.4,-963515625,305968888,1.56145,0.0500182,0
1462053031.63,78636.6,-963515625,305968888,1.50852,0.0502315,0
1462053031.83,78636.8,-963515625,305968856,1.48205,0.0505665,0
1462053032.03,78637,-963515625,305968793,1.48205,0.050993,0
1462053032.23,78637.2,0,305968698,1.53499,0.0514804,0
1462053032.43,78637.4,-963515625,305968666,1.61438,0.0523029,0
1462053032.63,78637.6,-963515625,305968570,1.69378,0.0534604,0
1462053032.83,78637.8,-963515625,305968507,1.8261,0.055014,0
1462053033.03,78638,-963515625,305968380,1.93196,0.0559278,0
1462053033.23,78638.2,-963515752,305968284,2.06429,0.0564152,0
1462053033.43,78638.4,-963515752,305968221,2.17015,0.0564761,0
1462053033.63,78638.6,-963515752,305968125,2.24955,0.0565675,0
1462053033.83,78638.8,-963515752,305967998,214.025,0.056537,0
1462053034.03,78639,-963515752,305967934,2.35541,0.0566284,0
1462053034.23,78639.2,-963499984,305967808,2.40834,0.0569635,0
1462053034.43,78639.4,-963515752,305967712,2.46127,0.0575118,0
1462053034.63,78639.6,-963515752,305967648,2.54067,0.0582124,0
1462053034.83,78639.8,-963499984,305967553,2.5936,0.0591263,0
1462053035.03,78640,-100333331,305967426,2.64653,0.0599488,0
1462053035.23,78640.2,-963516133,305967394,2.69946,0.0607408,0
1462053035.43,78640.4,-963516133,305967299,2.75239,0.0615023,0
1462053035.63,78640.6,-963516260,305967235,2.80532,0.0622029,0
1462053036.03,78641,-963516388,305967076,2.91118,0.0635737,0
1462053036.23,78641.2,-963516388,305966981,2.93764,0.0643048,0
1462053036.43,78641.4,-963516388,305966981,2.93764,0.0650663,0
1462053036.63,78641.6,-963516388,305966918,2.91118,0.0659193,0
1462053036.83,78641.8,-963516515,305966854,2.91118,0.0670464,0
1462053037.03,78642,-963516769,305966822,2.91118,0.0681125,0
1462053037.23,78642.2,-963516896,305966822,2.88471,0.0691787,0
1462053037.43,78642.4,-963517023,305966790,2.85825,0.0702144,0
1462053037.63,78642.6,-963517023,305966790,2.83178,0.0713415,0
1462053037.83,78642.8,-963517023,305966695,2.80532,0.0726209,0
1462053038.03,78643,-963517278,305966695,2.80532,0.0738089,0
1462053038.23,78643.2,-1500000,305966695,2.77885,0.0749969,0
1462053038.53,78643.4,-963517532,305966663,2.75239,0.0761544,0
1462053038.63,78643.6,-963517532,305966663,2.67299,0.077312,0
1462053038.83,78643.8,-963517659,305966695,0,0.0788351,0
1462053039.03,78644,-963517913,305966695,2.32894,0.0802058,0
1462053039.23,78644.2,-963517913,305966790,2.17015,0.0814548,0
1462053039.43,78644.4,-963517913,305966790,1.85257,0.0826123,0
1462053039.63,78644.6,-963517913,305966822,1.85257,0.0836176,0
1462053040.03,78645,-963518041,305966822,1.56145,0.0851711,0
1462053040.23,78645.2,-963518041,305966822,1.45559,0.0858717,0
1462053040.43,78645.4,963518041,305966822,75.426,91.512,0
1462053040.63,78645.6,-963518041,305966822,1.27033,0.0879127,0
1462053040.83,78645.8,-963518168,305966918,1.27033,0.0898013,0
1462053041.03,78646,-963518168,305966918,1.19094,0.0915985,0
1462053041.23,78646.2,-963518168,305966981,1.13801,0.0947666,0
1462053041.43,78646.4,-963518168,305967044,1.11154,0.099214,0
1462053041.63,78646.6,-963518168,305967076,1.03215,0.103783,0
1462053041.83,78646.8,-963518041,305967108,1.00568,0.107743,0
1462053042.03,78647,-963518041,305967140,0.926284,0.00137078,0
1462053042.23,78647.2,-963518041,305967204,0.873354,0.00435603,0
1462053042.53,78647.4,-963518041,305967204,0.820423,0.00718898,0
1462053042.63,78647.6,-963518041,305967204,0.793958,0.00965638,0
1462053042.83,78647.8,-963517913,305967204,0.741027,0.0137078,0
1462053043.03,78648,-963517913,305967204,0.820423,0.0165103,0
1462053043.23,78648.2,-963517913,305967204,0.952749,0.0176983,0
1462053043.43,78648.4,-963517913,305967235,1.08508,0.0176983,0
1462053043.63,78648.6,-963517913,305967235,1.19094,0.0164189,0
1462053043.83,78648.8,-963517913,305967299,1.27033,0.0154137,0
1462053044.03,78649,-963517659,305967394,1.32326,0.0142561,0
1462053044.23,78649.2,-963517659,305967426,1.40266,0.0132813,0
1462053044.43,78649.4,-963517532,305967522,1.53499,0.0122761,0
1462053044.63,78649.6,-963517532,305967553,1.72024,0.0114841,0
1462053044.83,78649.8,-963517532,305967680,1.95843,0.0109967,0
1462053045.03,78650,-963517405,305967776,2.22308,0.0107225,0
1462053045.23,78650.2,-963517405,305967871,2.46127,0.0107225,0
1462053045.43,78650.4,-963517278,305967966,2.75239,0.0108749,0
1462053045.63,78650.6,-963517023,305968125,3.01704,0.0109967,0
1462053045.83,78650.8,-963517023,305968221,3.28169,0.0112709,0
1462053046.03,78651,-963517023,305968284,3.49341,0.0113927,0
1462053046.23,78651.2,-963516896,305968443,3.62574,0.0111795,0
1462053046.43,78651.4,-963516769,305968570,3.67867,0.0105702,0
1462053046.63,78651.6,-963516769,305968698,3.65221,0.00977823,0
1462053046.83,78651.8,-963516769,305968825,3.51988,0.00846837,0
1462053047.03,78652,-963516769,305968888,3.33462,0.00691482,0
1462053047.23,78652.2,-963516769,305969016,3.09644,0.00502619,0
1462053047.43,78652.4,-963516769,305969142,2.91118,0.00319849,0
1462053047.63,78652.6,-963516769,305969238,2.75239,0.00146216,0
1462053047.83,78652.8,-963516769,305969333,2.72592,0.000213232,0
1462053048.03,78653,-963516769,305969429,2.69946,0.109084,0
1462053048.23,78653.2,-963516896,305969588,2.72592,0.108596,0
1462053048.43,78653.4,-963516896,305969620,2.75239,0.108231,0
1462053048.63,78653.6,-963516896,305969746,2.83178,0.107926,0
1462053048.83,78653.8,-963516896,305969906,2.88471,0.107713,0
1462053049.03,78654,-963516896,305970001,2.96411,0.107561,0
1462053049.23,78654.2,-963516896,305970160,3.0435,0.107469,0
1462053049.43,78654.4,-963517023,305970255,3.14937,0.110363,0
1462053049.63,78654.6,-963517023,305970350,3.22876,0.106921,0
1462053049.83,78654.8,-963517023,305970541,3.36109,0.106921,0
1462053050.03,78655,-963517023,305970700,3.49341,0.106586,0
1462053050.23,78655.2,-963517023,305970828,3.54635,0.10622,0
1462053050.43,78655.4,-963517023,305970891,3.51988,0.105672,0
1462053050.63,78655.6,-963517278,305971050,3.51988,0.105245,0
1462053050.83,78655.8,-963517278,305971145,3.38755,0.10488,0
1462053051.03,78656,-963517278,305971272,3.28169,0.104514,0
1462053051.23,78656.2,-963517278,305971304,3.17583,0.104088,0
1462053051.43,78656.4,-963517405,305971432,3.0435,0.103875,0
1462053051.63,78656.6,-963517405,305971463,2.91118,0.103661,0
1462053051.83,78656.8,-963517405,305971590,2.80532,0.103631,0
1462053052.03,78657,-963517532,305971622,2.69946,0.103875,0
1462053052.23,78657.2,-963517532,305971718,2.56713,0.104332,0
1462053052.43,78657.4,-963517532,305971781,2.4348,0.104971,0
1462053052.63,78657.6,-963517532,305971844,2.30248,0.105763,0
1462053052.83,78657.8,-963517532,305971940,2.19662,0.106768,0
1462053053.03,78658,-963517532,305972004,2.11722,0.108017,0
1462053053.23,78658.2,-963517405,305972036,2.03783,0,0
1462053053.43,78658.4,-963517405,305972131,1.95843,0.0020714,0
1462053053.63,78658.6,-963517278,305972162,1.87903,0.00456927,0
1462053053.83,78658.8,-963517278,305972162,1.74671,0.00676251,0
1462053054.03,78659,-963517278,305972162,1.58792,0.00944315,0
1462053054.23,78659.2,-963517023,305972162,1.40266,0.0124893,0
1462053054.43,78659.4,-963517023,305972131,1.2174,0.0158401,0
1462053054.63,78659.6,-963517023,305972067,1.05861,0.0196478,0
1462053054.83,78659.8,-963517023,305972036,0.846888,0.0241562,0
1462053055.03,78660,-963517023,305972004,0.767493,0.0289387,0
1462053055.23,78660.2,-963517023,305972004,0.714562,0.0340258,0
1462053055.43,78660.4,-963517023,305971908,0.741027,0.0374375,0
1462053055.63,78660.6,-963517023,305971876,0.793958,0.0402705,0
1462053055.83,78660.8,-963517023,305971844,0.820423,0.0422809,0
1462053056.03,78661,-963517023,305971781,0.873354,0.0436822,0
1462053056.23,78661.2,-963517023,305971718,0.899819,0.0447788,0
1462053056.43,78661.4,-963517023,305971622,0.979215,0.045845,0
1462053056.63,78661.6,-963517023,305971590,1.11154,0.0470939,0
1462053056.83,78661.8,-963517023,305971495,1.27033,0.0483124,0
1462053057.03,78662,-963516896,305971432,1.42912,0.0493176,0
1462053057.23,78662.2,-963516896,305971304,1.66731,0.050201,0
1462053057.43,78662.4,-963516896,305971209,1.85257,0.0511453,0
1462053057.63,78662.6,-963516896,305971050,2.09076,0.0520896,0
1462053057.83,78662.8,-963516896,305970986,2.32894,0.0530644,0
1462053058.03,78663,-963516896,305970859,2.54067,0.0537955,0
1462053058.23,78663.2,-963516896,305970700,2.72592,0.0544047,0
1462053058.43,78663.4,-963516896,305970573,2.88471,0.0547703,0
1462053058.63,78663.6,-963516896,305970414,3.01704,0.0548921,0
1462053058.83,78603.8,-963516896,305970287,3.09644,0.0550749,0
1462053059.03,135,-963516896,305970160,3.17583,0.0553186,0
1462053059.23,78664.2,-963516896,305970001,3.28169,0.055806,0
1462053059.43,78664.4,-963516896,305969842,3.44048,0.0562933,0
1462053059.63,78664.6,-963516896,305969715,3.57281,0.0568721,0
1462053059.83,78664.8,-963516896,305969588,3.75807,0.05739,0
1462053060.03,78665,-963517023,305969397,3.94332,0.0581515,0
1462053060.23,78665.2,-963517023,305969238,4.12858,0.058974,0
1462053060.43,78665.4,-963517023,305969111,4.28737,0.0598269,0
1462053060.63,78665.6,-963517023,305968984,4.4197,0.0606189,0
1462053060.83,78665.8,-963517278,305968825,4.57849,0.0614109,0
1462053061.03,78666,-963517405,305968666,4.68435,0.0618679,0
1462053061.23,78666.2,-963517405,305968507,4.73728,0.0622334,0
1462053061.43,78666.4,-963517532,305968380,4.76375,0.062538,0
1462053061.63,78666.6,-963517659,305968252,4.76375,0.0628426,0
1462053061.83,78666.8,-963517913,305968125,4.76375,0.0630863,0
1462053062.03,78667,-963517913,305967966,4.73728,0.0632386,0
1462053062.23,78667.2,-963517913,305967839,4.65789,0.0634519,0
1462053062.43,78667.4,-963518041,305967712,4.60496,0.0635737,0
1462053062.63,78667.6,-963518041,305967553,4.49909,0.0632386,0
1462053062.83,78667.8,-963518168,305967426,4.39323,0.0625685,0
1462053063.03,78668,-963518168,305967362,4.18151,0.0614718,0
1462053063.33,78668.2,-963518168,305967235,3.96979,0.0604362,0
1462053063.43,78668.4,-963518168,305967108,3.70514,0.0586998,0
1462053063.63,78668.6,-963518168,305967044,3.44048,0.056933,0
1462053063.83,78668.7,-963518168,305966981,3.28169,0.0560497,0
1462053064.03,78669,-963518168,305966918,2.88471,0.0532472,0
1462053064.23,78669.2,-963518041,305966822,2.67299,0.0514499,0
1462053064.43,78669.4,-963518041,305966822,2.46127,0.0497441,0
1462053064.63,78669.6,-963518041,305966790,2.27601,0.0478554,0
1462053064.83,78669.8,-963517913,305966758,2.14369,0.0465151,0
1462053065.03,78670,-963517913,305966695,2.01136,0.0449616,0
1462053065.23,78670.2,-963517913,305966695,1.85257,0.0431339,0
1462053065.43,78670.4,-963517913,305966695,1.66731,0.0407274,0
1462053065.63,78670.6,-963517659,305966695,1.48205,0.0382295,0
1462053065.83,78670.8,-963517659,305966695,1.34973,0.035884,0
1462053066.03,78670.9,-963517659,305966695,1.27033,0.0343913,0
1462053066.23,78671.2,-963517532,305966790,0.926284,0.0286036,0
1462053066.43,78671.4,-963517532,305966822,0.741027,0.022694,0
1462053066.63,78671.6,-963517532,305966918,0.688097,0.0160838,0
1462053066.83,78671.8,-963517532,305966981,0.820423,0.0101742,0
1462053067.03,78672,-963517532,305967044,1.03215,0.00798098,0
1462053067.23,78672.2,-963517405,305967140,1.27033,0.00785914,0
1462053067.43,78672.4,-963517405,305967235,1.45559,0.00849883,0
1462053067.63,78672.6,-963517278,305967299,1.66731,0.00919945,0
1462053067.83,78672.8,-963517278,305967394,1.87903,0.00993054,0
1462053068.03,78673,-963517278,305967490,2.09076,0.0104484,0
1462053068.23,78673.2,-963517023,305967553,2.24955,0.0102656,0
1462053068.43,78673.4,-963517023,305967648,2.40834,0.00956499,0
1462053068.63,78673.6,-963517023,305967776,2.46127,0.00849883,0
1462053068.83,78673.8,-963517023,305967839,2.54067,0.00782867,0
1462053069.03,78673.9,-963517023,305967934,2.56713,0.00731082,0
1462053069.23,78674.2,-963517023,305968062,2.67299,0.00618374,0
1462053069.43,78674.4,-963516896,305968157,2.80532,0.00578774,0
1462053069.63,78674.6,-963516896,305968284,2.93764,0.00584866,0
1462053069.83,78674.8,-963516896,305968412,3.0435,0.00609235,0
1462053070.03,78675,-963516769,305968507,3.1229,0.00651882,0
1462053070.23,78675.2,-963516769,305968666,3.2023,0.00691482,0
1462053070.43,78675.4,-963516515,305968793,3.25523,0.00712805,0
1462053070.63,78675.6,-963516515,305968856,3.28169,0.00709759,0
1462053070.83,78675.7,-15999999,305968888,3.30816,0.00709759,0
1462053071.03,78676,-963516388,305969111,3.28169,0.00676251,0
1462053071.23,78676.2,-963516388,305969238,3.22876,0.00636651,0
1462053071.43,78676.3,-963516388,305969238,3.17583,0.00609235,0
1462053071.63,78676.6,-963516388,305969429,3.0435,0.00511758,0
1462053071.83,78676.8,-963516388,305969524,2.96411,0.00466065,0
1462053072.03,78677,-963516388,305969620,2.88471,0.00423419,0
1462053072.23,78677.2,-963516388,305969715,2.80532,0.00368587,0
1462053072.43,78677.4,-963516388,305969842,2.69946,0.00304618,0
1462053072.63,78677.6,-963516388,305969906,2.62006,0.00237602,0
1462053072.83,8111,-963516388,305970001,2.54067,0.00161447,0
1462053073.03,78678,-963516388,305970128,2.46127,0.000731082,0
1462053073.23,78678.2,-963516388,305970160,2.35541,0.109541,0
1462053073.43,78678.4,-963516388,305970255,2.27601,0.108657,0
1462053073.63,78678.6,-963516388,305970319,2.17015,0.107743,0
1462053073.83,78678.8,-963516388,305970350,2.06429,0.106708,0
1462053074.03,78679,-963516388,305970446,1.9055,0.105855,0
1462053074.23,21,-963516515,305970478,1.77317,0.105154,0
1462053074.43,78679.4,-963516515,305970541,1.61438,0.104545,0
1462053074.63,78679.6,-963516515,305970541,1.45559,0.104118,0
1462053074.83,78679.8,-963516515,305970573,1.2968,0.104057,0
1462053075.03,8111,-963516515,305970605,1.19094,0.103996,0
1462053075.23,78680.2,-963516769,305970637,1.05861,0.103936,0
1462053075.43,78680.4,-963516769,305970637,0.952749,0.103753,0
1462053075.63,78680.6,-963516769,305970637,0.873354,0.103387,0
1462053075.83,78680.8,-963516769,305970637,0.793958,0.102748,0
1462053076.03,78681,-963516769,305970700,0.741027,0.102565,0
1462053076.23,78681.2,-963516769,305970700,0.688097,0.102443,0
1462053076.43,78681.4,-963516769,305970700,0.661632,0.102016,0
1462053076.63,78681.6,-963516769,305970700,0.635166,0.101681,0
1462053076.83,78681.8,-963516896,305970700,0.582236,0.101742,0
1462053077.03,78682,-963516896,305970732,0.555771,0.101499,0
1462053077.23,78682.2,-963516896,305970732,0.50284,0.101133,0
1462053077.43,78682.4,-963516896,305970764,0.476375,0.10095,0
1462053077.63,78682.6,-963516896,305970764,0.449909,0.101042,0
1462053077.83,78682.8,-963516896,305970764,0.423444,0.101194,0
1462053078.03,78683,-963516896,305970764,0.396979,0.10092,0
1462053078.23,78683.2,-963516896,305970764,0.396979,0.100737,0
1462053078.43,78683.4,-963516896,305970764,0.370514,0.100585,0
1462053078.63,78683.6,-963516896,305970764,0.344048,0.100372,0
1462053078.83,78683.8,-963516896,305970764,0.344048,0.0997623,0
1462053079.03,78684,-963516896,305970828,0.370514,0.0995491,0
1462053079.23,78684.2,-963517023,305970859,0.449909,0.0991226,0
1462053079.43,78684.4,-963517023,305970859,0.555771,0.0986961,0
1462053079.63,78684.6,-963517023,305970891,0.714562,0.0985134,0
1462053079.83,78684.8,-963517023,305970891,0.873354,0.0988484,0
1462053080.03,78685,-963517023,305970986,1.03215,0.0990312,0
1462053080.23,78685.2,-963517023,305971018,1.13801,0.0989703,0
1462053080.43,78685.3,-963517023,305971050,1.19094,0.0988484,0
1462053080.63,78685.6,-963517023,305971050,1.27033,0.0983915,0
1462053080.83,78685.8,-963517278,305971114,1.27033,0.0977518,0
1462053081.03,78686,-963517278,305971114,1.27033,0.0970817,0
1462053081.23,78686.2,-963517278,305971177,1.27033,0.0960155,0
1462053081.43,78686.4,-963517278,305971177,1.27033,0.0944315,0
1462053081.63,78686.6,-963517405,499999,1.27033,0.0921164,0
1462053081.83,78686.8,-963517532,305971177,1.27033,0.0894967,0
1462053082.03,78687,-963517532,305971177,1.27033,0.0869988,0
1462053082.23,78687.2,-963517532,305971177,1.24387,0.0845314,0
1462053082.43,78687.4,-963517659,305971145,1.16447,0.0819117,0
1462053082.63,78687.6,-963517659,305971114,1.05861,0.0790178,0
1462053082.83,78687.8,-963517659,305971050,0.926284,0.0741439,0
1462053083.03,78688,-963517659,305971050,0.820423,0.0698184,0
1462053083.23,78688.2,-963517659,305970986,0.767493,0.0659497,0
1462053083.43,78688.4,-963517532,305970923,0.714562,0.0623857,0
1462053083.63,78688.6,-963517532,305970891,0.688097,0.058578,0
1462053083.83,78688.8,-963517532,305970891,0.714562,0.0560497,0
1462053084.03,78689,-963517532,305970859,0.741027,0.0531862,0
1462053084.23,78689.2,-963517532,305970828,0.767493,0.0498964,0
1462053084.43,78689.3,-963517532,305970764,0.820423,0.0481296,0
1462053084.63,78689.6,-963517532,305970732,0.846888,0.0434994,0
1462053084.83,78689.8,-963516769,305970700,0.873354,0.0398745,0
1462053085.03,78690,-963517405,305970700,0.820423,0.0377421,0
1462053085.23,78690.2,0,305970732,0.714562,0.0357926,0
1462053085.43,78690.4,-963517405,305970732,0.635166,0.034635,0
1462053085.63,78690.6,-963517405,305970732,0.582236,0.0334166,0
1462053085.83,78690.8,-963517405,305970732,0.555771,0.0320458,0
1462053086.13,78691,-963517278,305970732,0.529305,0.0301876,0
1462053086.23,78691.2,-963517278,305970732,0.50284,0.0274461,0
1462053086.43,78691.4,-963517278,305970732,0.50284,0.0249482,0
1462053086.63,78691.6,-963517278,30499999,0.476375,0.02309,0
1462053086.83,78691.8,-963517278,305970637,0.476375,0.0215365,0
1462053087.03,78692,-963517278,305970764,0.449909,0.0200438,0
1462053087.23,78692.2,-963517278,305970828,0.423444,0.0184294,0
1462053087.43,78692.4,-963517023,305970859,0.370514,0.0167235,0
1462053087.63,78692.6,-963517023,305970859,0.344048,0.014378,0
1462053087.83,78692.8,-963517023,305970859,0.317583,0.0127635,0
1462053088.03,78693,-963517023,305970891,0.291118,0.0112404,0
1462053088.33,78693.2,-963517023,305970891,0.291118,0.0100828,0
1462053088.43,78693.4,-963517023,305970891,0.264653,0.00886437,0
1462053088.63,78693.6,-1500000,305970891,0.264653,0.00737175,0
1462053088.83,78693.8,-963517023,305970891,0.238187,0.00493481,0
1462053089.03,78694,-963517023,305970891,0.211722,0.00423419,0
1462053089.23,78694.2,-963517278,305970891,0,0.00322895,0
1462053089.43,78694.4,-963517278,305970891,0,0.00322895,0
1462053089.63,78694.6,-963517278,305970891,0,0.00322895,0
1462053090.03,78695,-963517278,305970891,0,0.00322895,0
1462053090.23,78695.2,-963517278,305970891,0,0.00322895,0
1462053090.43,78695.4,-963517278,305970891,0,0.00322895,0
1462053090.63,78695.6,-963517278,305970891,0,0.00322895,0
1462053090.83,78695.8,-963517278,305970986,0.238187,0.0995795,0
1462053091.03,78696,-963517278,305970986,0.344048,0.0946447,0
1462053091.23,78696.2,-963517278,305970986,0.476375,0.0918118,0
1462053091.43,78696.4,-963517278,305970986,0.635166,0.0903191,0
1462053091.63,78696.6,-963517278,305971018,0.793958,0.0892225,0
1462053091.83,78696.8,-15999999,305971050,0.899819,0.0889179,0
1462053092.03,78697,-963517405,305971050,0.952749,0.0885219,0
1462053092.23,78697.2,963517405,305971050,0.952749,0.0880954,0
1462053092.43,78697.4,-963517405,305971050,0.979215,0.0877908,0
1462053092.63,78697.6,-963517532,305971050,1.00568,0.0869074,0
1462053092.83,78697.8,-963517532,305971050,1.00568,0.0857803,0
1462053093.03,78698,-963517532,305971050,1.00568,0.0843791,0
1462053093.23,78698.2,-963517659,305971050,0.979215,0.0830692,0
1462053093.43,78698.4,-963517659,305971050,0.952749,0.0817289,0
1462053093.63,78698.6,-963517913,305971050,0.926284,0.0805105,0
1462053093.83,78698.8,-963517913,305971050,0.899819,0.0793834,0
1462053094.03,78699,-963517913,305971050,0.846888,0.0782867,0
1462053094.23,78699.2,-963517913,305971018,0.793958,0.076855,0
1462053094.43,78699.4,-963517913,305970986,0.741027,0.0748446,0
1462053094.63,78699.6,-963517913,305970923,0.661632,0.0723162,0
1462053094.83,78699.8,-963517913,305970891,0.608701,0.0700011,0
1462053095.03,78700,-963517913,305970891,0.582236,0.066955,0
1462053095.23,78700.2,-963517913,305970859,0.529305,0.0638479,0
1462053095.43,78700.4,-963517913,305970859,0.529305,0.0599183,0
1462053095.63,78700.6,-963517913,305970764,0.50284,0.0569635,0
1462053095.93,78700.8,-963517913,305970764,0.582236,0.0540696,0
1462053096.03,78701,-963517913,305970700,0.608701,0.0525465,0
1462053096.23,78701.2,-963517913,305970700,0.688097,0.0518764,0
1462053096.43,78701.4,-963517913,305970637,0.767493,0.0516327,0
1462053096.63,78701.6,-963517913,305970605,0.820423,0.0515413,0
1462053096.83,78701.8,-963517913,305970541,0.952749,0.052181,0
1462053097.03,78702,-963517913,305970446,1.11154,0.0525161,0
1462053097.23,78702.2,-963517913,305970350,1.24387,0.0527902,0
1462053097.43,78702.4,-963517913,305970319,1.40266,0.053369,0
1462053097.63,78702.6,-963517913,305970255,1.56145,0.0542219,0
1462053097.83,78702.8,-963517913,305970160,1.72024,0.0546789,0
1462053098.03,78703,-963517913,305970033,1.8261,0.0542524,0
1462053098.23,78703.2,-963517913,305969969,1.93196,0.0526989,0
1462053098.43,78703.4,963517659,305969842,79505.9,0,0
1462053098.63,78703.6,-963517659,305969746,2.11722,0.0488911,0
1462053099.03,78704,-963517532,305969588,2.30248,0.0459059,0
1462053099.23,78704.2,-963517405,305969524,2.4348,0.0449006,0
1462053099.43,78704.4,-963517405,305969429,2.54067,0.0442609,0
1462053099.63,78704.6,-963517278,305969397,2.67299,0.0437736,0
1462053099.83,78704.8,-963517023,305969270,2.75239,0.0435603,0
1462053100.03,78705,-963517023,305969174,2.83178,0.0436822,0
1462053100.23,78705.2,-963517023,305969079,2.88471,0.0442305,0
1462053100.43,78705.4,-963517023,305968984,2.99057,0.0451443,0
1462053100.63,78705.6,-963517023,305968856,3.01704,0.0463324,0
1462053100.83,78705.8,-963517023,305968793,3.01704,0.0480382,0
1462053101.03,78706,-963517023,305968666,3.0435,0.0496831,0
1462053101.23,78706.2,-963517023,305968538,3.09644,0.0510235,0
1462053101.43,78706.4,-963517023,305968443,3.1229,0.0523029,0
1462053101.63,78706.6,-963517023,305968284,3.17583,0.0536432,0
1462053101.83,78706.8,-963517023,305968157,3.2023,0.0549226,0
1462053102.03,78707,-963517023,305968094,3.22876,0.0564152,0
1462053102.23,78707.2,-963517023,305967966,3.22876,0.0578774,0
1462053102.43,78707.4,-963517023,305967871,3.25523,0.05937,0
1462053102.63,78707.6,-963517278,305967776,3.30816,0.0605275,0
1462053102.83,78707.8,-963517278,305967680,3.36109,0.0616242,0
1462053103.03,78708,-963517405,305967553,3.44048,0.0626599,0
1462053103.23,78708.2,-963517405,305967522,3.49341,0.0634823,0
1462053103.53,78708.4,-963517532,305967394,3.57281,0.0640306,0
1462053103.63,78708.6,-963517659,305967299,3.57281,0.0639697,0
1462053103.83,78708.8,-963517659,305967204,3.51988,0.0634214,0
1462053104.03,78709,-963517659,305967076,3.41402,0.062142,0
1462053104.23,78709.2,-963517659,305966981,3.17583,0.0608017,0
1462053104.43,78709.4,-963517659,305966918,2.96411,0.0584866,0
1462053104.63,78709.6,-963517659,305966822,2.80532,0.0560801,0
1462053104.83,78709.8,-963517659,305966758,2.69946,0.0531253,0
1462053105.03,78710,-963517532,305966695,2.48773,0.0504751,0
1462053105.33,78710.2,-963517532,305966663,2.17015,0.0478554,0
1462053105.43,78710.4,-963517405,305966695,1.74671,0.0454794,0
1462053105.63,78710.6,-963517405,305966695,1.2968,0.0436517,0
1462053105.83,78710.8,-963517278,305966790,0.846888,0.0367064,0
1462053106.03,78711,-963517278,305966790,0.582236,0.0307359,0
