systime,rudd,thro
1462052873.43,-0.007843,0.000000
1462052873.63,-0.007843,0.000000
1462052874.03,-0.007843,0.000000
1462052874.23,-0.007843,0.000000
1462052874.43,-0.007843,0.000000
1462052874.63,-0.007843,0.000000
1462052874.83,-0.007843,0.000000
1462052875.03,-0.007843,0.000000
1462052875.23,-0.007843,0.000000
1462052875.43,-0.007843,0.000000
1462052875.63,-0.007843,0.000000
1462052875.83,-0.007843,0.000000
1462052876.03,-0.007843,0.000000
1462052876.43,-0.007843,0.000000
1462052876.63,-0.007843,0.000000
1462052876.83,-0.007843,0.000000
1462052877.03,-0.007843,0.000000
1462052877.23,-0.007843,0.000000
1462052877.43,-0.007843,0.000000
1462052877.63,-0.007843,0.000000
1462052877.83,-0.007843,0.000000
1462052878.03,-0.007843,0.000000
1462052878.23,-0.007843,0.000000
1462052878.43,-0.007843,0.000000
1462052878.63,-0.007843,0.000000
1462052878.83,-0.007843,0.000000
1462052879.23,-0.007843,0.000000
1462052879.63,-0.007843,0.000000
1462052879.83,-0.007843,0.000000
1462052880.03,-0.007843,0.000000
1462052880.23,-0.007843,0.000000
1462052880.43,-0.007843,0.000000
1462052880.63,-0.007843,0.000000
1462052881.03,-0.007843,0.000000
1462052881.23,-0.007843,0.000000
1462052881.43,-0.007843,0.000000
1462052881.63,-0.007843,0.000000
1462052881.83,-0.007843,0.000000
1462052882.03,-0.007843,0.000000
1462052882.23,-0.007843,0.000000
1462052882.43,-0.007843,0.000000
1462052882.63,-0.007843,0.000000
1462052883.03,-0.007843,0.000000
1462052883.23,-0.007843,0.000000
1462052883.43,-0.007843,0.000000
1462052883.63,-0.007843,0.000000
1462052883.83,-0.007843,0.000000
1462052884.03,-0.007843,0.000000
1462052884.23,-0.007843,0.000000
1462052884.43,-0.007843,0.000000
1462052884.63,-0.007843,0.000000
1462052884.83,-0.007843,0.000000
1462052885.03,-0.007843,0.000000
1462052885.43,-0.007843,0.000000
1462052885.63,-0.007843,0.000000
1462052885.83,-0.007843,0.000000
1462052886.03,-0.007843,0.000000
1462052886.23,-0.007843,0.000000
1462052886.43,-0.007843,0.000000
1462052886.63,-0.007843,0.000000
1462052886.83,-0.007843,0.000000
1462052887.03,-0.007843,0.000000
1462052887.23,-0.007843,0.000000
1462052887.43,-0.007843,0.000000
1462052887.63,-0.007843,0.000000
1462052887.83,-0.007843,0.000000
1462052888.03,-0.007843,0.000000
1462052888.23,-0.007843,0.000000
1462052888.43,-0.007843,0.000000
1462052888.63,-0.007843,0.000000
1462052888.83,-0.007843,0.000000
1462052889.03,-0.007843,0.000000
1462052889.23,-0.007843,0.000000
1462052889.43,-0.007843,0.000000
1462052889.63,-0.007843,0.000000
1462052889.83,-0.007843,0.000000
1462052890.03,-0.007843,0.000000
1462052890.23,-0.007843,0.000000
1462052890.43,-0.007843,0.000000
1462052890.63,-0.007843,0.000000
1462052890.83,-0.007843,0.000000
1462052891.03,-0.007843,0.000000
1462052891.23,-0.007843,0.000000
1462052891.43,-0.007843,0.000000
1462052891.63,-0.007843,0.000000
1462052892.03,-0.007843,0.000000
1462052892.23,-0.007843,0.000000
1462052892.43,-0.007843,0.000000
1462052892.63,-0.007843,0.000000
1462052892.83,-0.007843,0.000000
1462052893.03,-0.007843,0.000000
1462052893.23,-0.007843,0.000000
1462052893.43,-0.007843,0.000000
1462052893.63,-0.007843,0.000000
1462052893.83,-0.007843,0.000000
1462052894.03,-0.007843,0.000000
1462052894.23,-0.007843,0.000000
1462052894.43,-0.007843,0.000000
1462052894.63,-0.007843,0.000000
1462052894.83,-0.007843,0.000000
1462052895.03,-0.007843,0.000000
1462052895.23,-0.007843,0.000000
1462052895.43,-0.007843,0.000000
1462052895.63,-0.007843,0.000000
1462052895.83,-0.007843,0.000000
1462052896.03,-0.007843,0.000000
1462052896.23,-0.007843,0.000000
1462052896.43,-0.007843,0.000000
1462052896.63,-0.007843,0.000000
1462052896.83,-0.007843,0.000000
1462052897.03,-0.007843,0.000000
1462052897.23,-0.007843,0.000000
1462052897.63,-0.007843,0.000000
1462052897.83,-0.007843,0.000000
1462052898.03,-0.007843,0.000000
1462052898.23,-0.007843,0.000000
1462052898.43,-0.007843,0.000000
1462052898.63,-0.007843,0.000000
1462052898.83,-0.007843,0.000000
1462052899.03,-0.007843,0.000000
1462052899.23,-0.007843,0.000000
1462052899.43,-0.007843,0.000000
1462052899.63,-0.007843,0.000000
1462052899.83,-0.007843,0.000000
1462052900.03,-0.007843,0.000000
1462052900.23,-0.007843,0.000000
1462052900.43,-0.007843,0.000000
1462052900.63,-0.007843,0.000000
1462052900.83,-0.007843,0.000000
1462052901.03,-0.007843,0.000000
1462052901.23,-0.007843,0.000000
1462052901.43,-0.007843,0.000000
1462052901.63,-0.007843,0.000000
1462052901.83,-0.007843,0.000000
1462052902.03,-0.007843,0.000000
1462052902.23,-0.007843,0.000000
1462052902.43,-0.007843,0.000000
1462052902.63,-0.007843,0.000000
1462052902.83,-0.007843,0.000000
1462052903.03,-0.007843,0.000000
1462052903.23,-0.007843,0.000000
1462052903.43,-0.007843,0.000000
1462052903.63,-0.007843,0.000000
1462052903.83,-0.007843,0.000000
1462052904.03,-0.007843,0.000000
1462052904.23,-0.007843,0.000000
1462052904.43,-0.007843,0.000000
1462052904.63,-0.007843,0.000000
1462052904.83,-0.007843,0.000000
1462052905.03,-0.007843,0.000000
1462052905.23,-0.007843,0.000000
1462052905.43,-0.007843,0.000000
1462052905.63,-0.007843,0.000000
1462052905.83,-0.007843,0.000000
1462052906.03,-0.007843,0.000000
1462052906.23,-0.007843,0.000000
1462052906.43,-0.007843,0.000000
1462052906.63,-0.007843,0.000000
1462052906.83,-0.007843,0.000000
1462052907.03,-0.007843,0.000000
1462052907.23,-0.007843,0.000000
1462052907.43,-0.007843,0.000000
1462052907.83,-0.007843,0.000000
1462052908.03,-0.007843,0.000000
1462052908.23,-0.007843,0.000000
1462052908.43,-0.007843,0.000000
1462052908.63,-0.007843,0.000000
1462052908.83,-0.007843,0.000000
1462052909.03,-0.007843,0.000000
1462052909.23,-0.007843,0.000000
1462052909.43,-0.007843,0.000000
1462052909.63,-0.007843,0.000000
1462052909.83,-0.007843,0.000000
1462052910.03,-0.007843,0.000000
1462052910.23,-0.007843,0.000000
1462052910.43,-0.007843,0.000000
1462052910.63,-0.007843,0.000000
1462052910.83,-0.007843,0.000000
1462052911.03,-0.007843,0.000000
1462052911.23,-0.007843,0.000000
1462052911.43,-0.007843,0.000000
1462052911.63,-0.007843,0.000000
1462052911.83,-0.007843,0.000000
1462052912.03,-0.007843,0.000000
1462052912.23,-0.007843,0.000000
1462052912.43,-0.007843,0.000000
1462052912.63,-0.007843,0.000000
1462052912.83,-0.007843,0.000000
1462052913.03,-0.007843,0.000000
1462052913.23,-0.007843,0.000000
1462052913.43,-0.007843,0.000000
1462052913.63,-0.007843,0.000000
1462052913.83,-0.007843,0.000000
1462052914.03,-0.007843,0.000000
1462052914.23,-0.007843,0.000000
1462052914.43,-0.007843,0.000000
1462052914.63,-0.007843,0.000000
1462052914.83,-0.007843,0.000000
1462052915.03,-0.007843,0.000000
1462052915.23,-0.007843,0.000000
1462052915.43,-0.007843,0.000000
1462052915.63,-0.007843,0.000000
1462052915.83,-0.007843,0.000000
1462052916.03,-0.007843,0.000000
1462052916.23,-0.007843,0.000000
1462052916.43,-0.007843,0.000000
1462052916.63,-0.007843,0.000000
1462052916.83,-0.007843,0.000000
1462052917.03,-0.007843,0.000000
1462052917.23,-0.007843,0.000000
1462052917.43,-0.007843,0.000000
1462052917.63,-0.007843,0.000000
1462052917.83,-0.007843,0.000000
1462052918.03,-0.007843,0.000000
1462052918.23,-0.007843,0.000000
1462052918.43,-0.007843,0.000000
1462052918.63,-0.007843,0.000000
1462052918.83,-0.007843,0.000000
1462052919.03,-0.007843,0.000000
1462052919.23,-0.007843,0.000000
1462052919.43,-0.007843,0.000000
1462052919.63,-0.007843,0.000000
1462052919.83,-0.007843,0.000000
1462052920.03,-0.007843,0.000000
1462052920.23,-0.007843,0.000000
1462052920.43,-0.007843,0.000000
1462052920.63,-0.007843,0.000000
1462052920.83,-0.007843,0.000000
1462052921.03,-0.007843,0.000000
1462052921.23,-0.007843,0.000000
1462052921.43,-0.007843,0.000000
1462052921.63,-0.007843,0.000000
1462052921.83,-0.007843,0.000000
1462052922.03,-0.007843,0.000000
1462052922.23,-0.007843,0.000000
1462052922.43,-0.007843,0.000000
1462052922.63,-0.007843,0.000000
1462052922.83,-0.007843,0.000000
1462052923.03,-0.007843,0.000000
1462052923.23,-0.007843,0.000000
1462052923.43,-0.007843,0.000000
1462052923.63,-0.007843,0.000000
1462052923.83,-0.992248,0.000000
1462052924.03,-0.992248,0.000000
1462052924.23,-0.007843,0.000000
1462052924.43,1.000000,0.000000
1462052924.63,1.000000,0.000000
1462052924.83,0.944426,0.000000
1462052925.03,0.007935,0.000000
1462052925.23,0.007935,0.000000
1462052925.43,-0.703177,0.000000
1462052925.63,-0.992248,0.000000
1462052925.83,-0.000031,0.000000
1462052926.03,1.000000,0.000000
1462052926.23,1.000000,0.000000
1462052926.43,0.015870,0.000000
1462052926.63,0.015870,0.000000
1462052926.83,0.015870,0.000000
1462052927.03,0.015870,0.000000
1462052927.23,0.015870,0.000000
1462052927.43,0.015870,0.000000
1462052927.63,0.015870,0.000000
1462052927.83,0.015870,0.000000
1462052928.03,0.015870,0.000000
1462052928.23,0.015870,0.000000
1462052928.43,0.015870,0.000000
1462052928.63,0.015870,0.000000
1462052928.83,0.015870,0.000000
1462052929.03,0.015870,0.000000
1462052929.23,0.015870,0.000000
1462052929.43,0.015870,0.000000
1462052929.63,0.015870,0.000000
1462052929.83,0.015870,0.000000
1462052930.03,0.015870,0.000000
1462052930.23,0.015870,0.000000
1462052930.43,0.015870,0.000000
1462052930.63,0.015870,0.000000
1462052930.83,0.015870,0.000000
1462052931.03,0.015870,0.000000
1462052931.23,0.015870,0.000000
1462052931.43,0.015870,0.000000
1462052931.63,0.015870,0.000000
1462052931.83,0.015870,0.000000
1462052932.03,0.015870,0.000000
1462052932.23,0.015870,0.000000
1462052932.43,0.015870,0.000000
1462052932.63,0.015870,0.000000
1462052932.83,0.015870,0.000000
1462052933.03,0.015870,0.000000
1462052933.23,0.015870,0.000000
1462052933.43,0.015870,0.000000
1462052933.63,0.015870,0.000000
1462052933.83,0.015870,0.000000
1462052934.03,0.015870,0.000000
1462052934.23,0.015870,0.000000
1462052934.43,0.015870,0.000000
1462052934.63,0.015870,0.000000
1462052934.83,0.015870,0.000000
1462052935.03,0.095218,0.000000
1462052935.23,0.039674,0.000000
1462052935.43,0.039674,0.000000
1462052935.63,0.039674,0.000000
1462052935.83,1.000000,0.000000
1462052936.03,0.944426,0.000000
1462052936.23,-0.000031,0.000000
1462052936.43,-0.000031,0.000000
1462052936.63,-0.000031,0.000000
1462052936.83,-0.000031,0.000000
1462052937.03,-0.000031,0.000000
1462052937.23,-0.000031,0.000000
1462052937.43,-0.000031,0.000000
1462052937.63,-0.000031,0.000000
1462052937.83,-0.000031,0.000000
1462052938.03,-0.000031,0.000000
1462052938.23,-0.000031,0.000000
1462052938.43,-0.000031,0.000000
1462052938.63,-0.000031,0.000000
1462052938.83,-0.000031,0.000000
1462052939.03,-0.000031,0.000000
1462052939.23,-0.000031,0.000000
1462052939.43,-0.000031,0.000000
1462052939.63,-0.000031,0.000000
1462052939.83,-0.000031,0.000000
1462052940.03,-0.000031,0.000000
1462052940.23,-0.000031,0.000000
1462052940.43,-0.000031,0.000000
1462052940.63,-0.000031,0.000000
1462052940.83,-0.000031,0.000000
1462052941.03,-0.000031,0.000000
1462052941.23,-0.000031,0.000000
1462052941.43,-0.000031,0.000000
1462052941.63,-0.000031,0.000000
1462052941.83,-0.000031,0.000000
1462052942.03,-0.000031,0.000000
1462052942.23,-0.000031,0.000000
1462052942.43,-0.000031,0.000000
1462052942.63,-0.000031,0.000000
1462052942.83,-0.000031,0.000000
1462052943.03,-0.000031,0.000000
1462052943.23,-0.000031,0.000000
1462052943.43,-0.000031,0.000000
1462052943.63,-0.000031,0.000000
1462052943.83,-0.000031,0.000000
1462052944.03,-0.000031,0.000000
1462052944.23,-0.000031,0.000000
1462052944.43,-0.000031,0.000000
1462052944.63,-0.000031,0.000000
1462052944.83,-0.000031,0.000000
1462052945.03,-0.000031,0.000000
1462052945.23,-0.000031,0.000000
1462052945.43,-0.000031,0.000000
1462052945.63,-0.000031,0.000000
1462052945.83,-0.000031,0.000000
1462052946.03,-0.000031,0.000000
1462052946.23,-0.000031,0.000000
1462052946.43,-0.000031,0.000000
1462052946.63,-0.000031,0.000000
1462052946.83,-0.000031,0.000000
1462052947.03,-0.000031,0.000000
1462052947.23,-0.000031,0.000000
1462052947.43,-0.000031,0.000000
1462052947.63,-0.000031,0.000000
1462052947.83,-0.000031,0.000000
1462052948.03,-0.000031,0.000000
1462052948.23,-0.000031,0.000000
1462052948.43,-0.000031,0.000000
1462052948.63,-0.000031,0.000000
1462052948.83,-0.000031,0.000000
1462052949.03,-0.000031,0.000000
1462052949.23,-0.000031,0.000000
1462052949.43,-0.000031,0.000000
1462052949.63,-0.000031,0.000000
1462052949.83,-0.000031,0.000000
1462052950.03,-0.000031,0.000000
1462052950.23,-0.000031,0.000000
1462052950.43,-0.000031,0.000000
1462052950.63,-0.000031,0.000000
1462052950.83,-0.000031,0.000000
1462052951.03,-0.000031,0.000000
1462052951.23,-0.000031,0.000000
1462052951.43,-0.000031,0.000000
1462052951.63,-0.000031,0.000000
1462052951.83,-0.000031,0.000000
1462052952.03,-0.000031,0.000000
1462052952.23,-0.000031,0.000000
1462052952.43,-0.000031,0.000000
1462052952.63,-0.000031,0.000000
1462052952.83,-0.000031,0.000000
1462052953.03,-0.000031,0.000000
1462052953.23,-0.000031,0.000000
1462052953.43,-0.000031,0.000000
1462052953.63,-0.000031,0.000000
1462052953.83,-0.000031,0.000000
1462052954.03,-0.000031,0.000000
1462052954.23,-0.000031,0.000000
1462052954.43,-0.000031,0.000000
1462052954.63,-0.000031,0.000000
1462052954.83,-0.000031,0.000000
1462052955.03,-0.000031,0.000000
1462052955.23,-0.000031,0.000000
1462052955.43,-0.000031,0.000000
1462052955.63,-0.000031,0.000000
1462052955.83,-0.000031,0.000000
1462052956.03,-0.000031,0.000000
1462052956.23,-0.000031,0.000000
1462052956.43,-0.000031,0.000000
1462052956.63,0.079348,0.000000
1462052956.83,1.000000,0.000000
1462052957.03,1.000000,0.000000
1462052957.23,1.000000,0.000000
1462052957.43,1.000000,0.656301
1462052957.63,1.000000,0.312540
1462052957.83,1.000000,0.000000
1462052958.03,1.000000,0.000000
1462052958.23,1.000000,0.000000
1462052958.43,1.000000,0.242225
1462052958.63,1.000000,0.265664
1462052958.83,1.000000,0.281289
1462052959.03,1.000000,0.281289
1462052959.23,1.000000,0.281289
1462052959.43,1.000000,0.281289
1462052959.63,1.000000,0.281289
1462052959.83,1.000000,0.296915
1462052960.03,1.000000,0.414106
1462052960.23,1.000000,0.414106
1462052960.43,1.000000,0.414106
1462052960.63,1.000000,0.000000
1462052960.83,1.000000,0.281289
1462052961.03,1.000000,0.281289
1462052961.23,1.000000,0.296915
1462052961.43,1.000000,0.296915
1462052961.63,1.000000,0.296915
1462052961.83,1.000000,0.000000
1462052962.03,1.000000,0.000000
1462052962.23,-0.000031,0.000000
1462052962.43,-0.000031,0.000000
1462052962.63,-0.000031,0.000000
1462052962.83,-0.000031,0.000000
1462052963.03,-0.000031,0.000000
1462052963.23,0.007935,0.000000
1462052963.43,0.134892,0.000000
1462052963.63,0.119022,0.000000
1462052963.83,0.007935,0.000000
1462052964.03,0.007935,0.382855
1462052964.23,0.007935,0.382855
1462052964.43,0.007935,0.382855
1462052964.63,0.611103,0.328166
1462052964.83,0.626972,0.296915
1462052965.03,0.611103,0.226600
1462052965.23,0.611103,0.226600
1462052965.43,0.611103,0.226600
1462052965.63,0.317454,0.210974
1462052965.83,0.269814,0.210974
1462052966.03,0.436506,0.210974
1462052966.23,0.436506,0.210974
1462052966.43,0.436506,0.210974
1462052966.63,0.436506,0.242225
1462052967.03,0.436506,0.265664
1462052967.23,0.436506,0.242225
1462052967.43,0.436506,0.242225
1462052967.63,0.436506,0.242225
1462052967.83,0.436506,0.242225
1462052968.03,0.436506,0.265664
1462052968.23,0.436506,0.265664
1462052968.43,0.436506,0.296915
1462052968.63,0.436506,0.296915
1462052968.83,0.436506,0.226600
1462052969.03,0.436506,0.000000
1462052969.23,0.436506,0.000000
1462052969.43,0.436506,0.000000
1462052969.63,0.309519,0.000000
1462052970.03,0.103153,0.265664
1462052970.23,0.079348,0.265664
1462052970.43,0.079348,0.265664
1462052970.63,0.039674,0.265664
1462052970.83,0.039674,0.265664
1462052971.03,0.039674,0.312540
1462052971.23,-0.000031,0.382855
1462052971.43,-0.304727,0.382855
1462052971.63,-0.273476,0.382855
1462052972.03,-0.304727,0.382855
1462052972.23,-0.328166,0.382855
1462052972.43,-0.453169,0.382855
1462052972.63,-0.476608,0.382855
1462052972.83,-0.671926,0.382855
1462052973.03,-0.679739,0.382855
1462052973.23,-0.726615,0.382855
1462052973.43,-0.726615,0.382855
1462052973.63,-0.765679,0.382855
1462052974.03,-0.859432,0.382855
1462052974.23,-0.859432,0.382855
1462052974.43,-0.835994,0.382855
1462052974.63,-0.210974,0.382855
1462052974.83,-0.000031,0.281289
1462052975.03,0.015870,0.281289
1462052975.23,0.420606,0.281289
1462052975.43,0.039674,0.281289
1462052975.63,0.039674,0.398480
1462052976.03,0.039674,0.539109
1462052976.23,0.039674,0.539109
1462052976.43,0.039674,0.398480
1462052976.63,-0.000031,0.312540
1462052976.83,-0.523484,0.328166
1462052977.03,-0.343791,0.351604
1462052977.23,-0.375042,0.414106
1462052977.43,-0.375042,0.414106
1462052977.63,-0.375042,0.414106
1462052978.03,-0.351604,0.414106
1462052978.23,-0.351604,0.554735
1462052978.43,-0.351604,0.554735
1462052978.63,-0.351604,0.554735
1462052979.03,-0.351604,0.554735
1462052979.23,-0.296915,0.554735
1462052979.43,-0.140660,0.554735
1462052979.63,-0.085971,0.554735
1462052979.83,-0.039094,0.554735
1462052980.03,-0.031281,0.554735
1462052980.23,-0.140660,0.554735
1462052980.43,-0.164098,0.554735
1462052980.63,-0.242225,0.554735
1462052981.03,-0.242225,0.554735
1462052981.23,-0.296915,0.554735
1462052981.43,-0.429731,0.554735
1462052981.63,-0.429731,0.554735
1462052981.83,-0.351604,0.554735
1462052982.03,-0.304727,0.554735
1462052982.23,-0.304727,0.554735
1462052982.43,-0.351604,0.554735
1462052982.63,-0.390667,0.554735
1462052983.03,-0.437544,0.554735
1462052983.23,-0.437544,0.554735
1462052983.43,-0.453169,0.195349
1462052983.63,-0.835994,0.000000
1462052983.83,-0.859432,0.000000
1462052984.03,-0.859432,0.000000
1462052984.23,-0.859432,0.000000
1462052984.43,-0.945372,0.398480
1462052984.63,-0.960997,0.539109
1462052985.03,-0.992248,0.585986
1462052985.23,-0.992248,0.585986
1462052985.43,-0.992248,0.585986
1462052985.63,-0.992248,0.585986
1462052985.83,-0.992248,0.585986
1462052986.03,-0.992248,0.539109
1462052986.23,-0.992248,0.539109
1462052986.43,-0.453169,0.539109
1462052986.63,-0.031281,0.640675
1462052987.03,0.039674,0.781304
1462052987.23,0.293649,0.781304
1462052987.43,0.055544,0.742241
1462052987.63,0.031739,0.742241
1462052987.83,-0.640675,0.757866
1462052988.03,-0.570360,0.757866
1462052988.23,-0.570360,0.757866
1462052988.43,-0.453169,0.695364
1462052988.63,-0.429731,0.000000
1462052988.83,-0.437544,0.000000
1462052989.03,-0.593799,0.500046
1462052989.23,-0.617237,0.500046
1462052989.43,-0.781304,0.210974
1462052989.63,-0.851619,0.210974
1462052990.03,-0.992248,0.210974
1462052990.23,-0.992248,0.210974
1462052990.43,-0.992248,0.210974
1462052990.63,-0.992248,0.210974
1462052990.83,-0.992248,0.210974
1462052991.03,-0.992248,0.367229
1462052991.23,-0.992248,0.539109
1462052991.43,-0.992248,0.554735
1462052991.63,-0.992248,0.554735
1462052992.03,-0.992248,0.554735
1462052992.23,-0.992248,0.523484
1462052992.43,-0.992248,0.484420
1462052992.63,-0.992248,0.414106
1462052992.83,-0.992248,0.414106
1462052993.03,-0.992248,0.414106
1462052993.23,-0.992248,0.414106
1462052993.43,-0.992248,0.414106
1462052993.63,-0.000031,0.398480
1462052994.03,-0.437544,0.554735
1462052994.23,-0.500046,0.570360
1462052994.43,-0.812555,0.585986
1462052994.63,-0.343791,0.585986
1462052994.83,-0.195349,0.585986
1462052995.03,-0.000031,0.640675
1462052995.23,0.039674,0.671926
1462052995.43,0.269814,0.671926
1462052995.63,0.071413,0.671926
1462052996.13,0.039674,0.671926
1462052996.23,-0.304727,0.695364
1462052996.43,-0.218787,0.710990
1462052996.63,-0.062532,0.710990
1462052996.83,-0.085971,0.742241
1462052997.03,-0.085971,0.742241
1462052997.23,-0.085971,0.757866
1462052997.43,-0.085971,0.796930
